location,time_step,scenario,loss_of_load
NOR,123,1992,523.7281462934807
NOR,124,1992,2311.998542227322
NOR,125,1992,1614.761040362093
NOR,126,1992,2790.599768730761
NOR,127,1992,4086.7794799457915
NOR,215,1992,372.1647968600864
NOR,216,1992,1367.7894842503774
NOR,217,1992,191.24460696726055
NOR,221,1992,4694.228958167425
NOR,222,1992,4189.397272682751
NOR,223,1992,4173.725081623108
FIN,224,1992,15.161181238783229
NOR,224,1992,3241.8754266773994
NED,247,1992,618.5970189192027
NED,248,1992,1078.9906505835079
NED,249,1992,1888.3886672164788
NED,257,1992,6357.872332990337
IRE,258,1992,27.68761054274779
NED,258,1992,6845.903476907752
IRE,259,1992,16.59522831240494
NED,259,1992,6520.347923294616
NED,260,1992,6267.318273220286
NED,261,1992,2863.7297612145153
NOR,459,1992,4608.004819374631
NOR,460,1992,6435.616101014763
NOR,461,1992,6830.103471996489
NOR,462,1992,7285.205047977196
NOR,463,1992,8495.476202604728
NOR,464,1992,9207.071799152094
NOR,465,1992,8901.198343355987
NOR,466,1992,845.1751925689364
NOR,488,1992,37.440565818083996
NOR,489,1992,2519.9129324183414
NOR,490,1992,921.5121865158876
NOR,491,1992,858.5033690131359
NOR,494,1992,6.183157756451839
NOR,495,1992,4052.1070145450503
NOR,496,1992,11185.726853292439
NOR,497,1992,12278.549939010307
NOR,498,1992,12701.533159026436
NOR,499,1992,12525.820816905161
NOR,500,1992,9899.108010757278
NOR,501,1992,3887.1430011049506
NED,549,1992,451.3364123188286
NED,550,1992,2053.352810868197
NED,551,1992,2501.8459498873926
NED,552,1992,4139.253703780965
NED,553,1992,4092.100054493356
NED,554,1992,4533.094638152213
NED,555,1992,4887.901399830184
NED,556,1992,4877.35350992567
NED,557,1992,4964.879682575066
NED,558,1992,4163.482758777294
NED,559,1992,5041.087540398139
NED,560,1992,5813.682660673973
NED,561,1992,5630.851793824557
NED,569,1992,9098.426366120675
NED,570,1992,10548.471178627578
NED,571,1992,10509.036616134435
NED,572,1992,11290.543049395606
NED,573,1992,10630.647785162908
NED,574,1992,9873.732235726577
NED,575,1992,9116.932252015382
NED,576,1992,8304.616577396464
NED,577,1992,7315.352773204504
NED,578,1992,7056.03519364889
NED,579,1992,6769.342166952026
NED,580,1992,6806.325363272923
NED,581,1992,6872.786874932927
NED,582,1992,5592.99382589137
NED,583,1992,5318.628908989648
NED,584,1992,4438.191763109816
NED,585,1992,3546.2422967185585
NED,644,1992,371.8669675196602
NED,645,1992,773.5396893381401
NED,646,1992,379.8642893023215
NED,650,1992,1.0715766828603108
NED,652,1992,244.39060630768742
NED,655,1992,35.37749177540124
NED,656,1992,727.5110077978985
NED,696,1992,1072.6944793026214
NED,697,1992,2699.43900266912
NED,698,1992,3571.210125395315
NED,699,1992,3442.966654767873
NED,700,1992,3446.1893638094407
NED,701,1992,2468.6842795816506
NED,702,1992,539.3392111789796
NED,703,1992,985.2889662685296
NED,704,1992,1715.7696253430006
NED,705,1992,3111.8266428960433
NED,706,1992,2322.7855121794964
NED,707,1992,686.6462464026918
NED,709,1992,82.5097146122107
NED,711,1992,42.56911239265082
NED,712,1992,1638.0975247074648
NED,713,1992,3699.390447029828
NED,714,1992,5135.695536573186
NED,715,1992,5208.399187139256
NED,716,1992,5746.936649018925
NED,717,1992,5197.43149099684
NED,718,1992,4884.8892722060355
NED,719,1992,7308.864128232884
NED,720,1992,6320.433665093526
